ds_anon_user_id,module,meantimeToQuiz,nsessions,ndays,npages,nactivities,timeInModule,endToQuiz,quizGrade,pretestGrade
Stu_2d1e7090752a3257f456860560fb9cdc,11,4870.997556,4,4,8,9,3505.1,7613.366667,9,7
Stu_2d572b5539f13a76f91c77ee81c4622b,1,54557.29522,16,9,141,74,1358.516667,38517.77778,2,NA
Stu_2d572b5539f13a76f91c77ee81c4622b,2,55676.33686,8,4,43,74,1260.658333,55391,7,NA
Stu_2d572b5539f13a76f91c77ee81c4622b,4,6827.455946,7,4,34,59,1412.375,3014.516667,9,NA
Stu_2d572b5539f13a76f91c77ee81c4622b,5,7032.089342,13,6,78,29,1572.866667,2203.933333,9,NA
Stu_2d572b5539f13a76f91c77ee81c4622b,6,15714.78957,14,7,96,80,1567.522222,8912.066667,9,NA
Stu_2d572b5539f13a76f91c77ee81c4622b,7,10785.12181,20,8,106,74,1651.229167,8280.945833,8,NA
Stu_2d572b5539f13a76f91c77ee81c4622b,8,7006.927778,15,7,63,39,4439.883333,2870.95,6,NA
Stu_2d572b5539f13a76f91c77ee81c4622b,9,6448.604335,13,5,54,37,1074.888889,5840.594444,9,NA
Stu_2d572b5539f13a76f91c77ee81c4622b,10,15314.43559,19,7,70,56,2887.722222,7763.572222,8,NA
Stu_2d572b5539f13a76f91c77ee81c4622b,11,17946.01856,7,5,15,9,865.2944444,11294.49444,8,NA
Stu_2d6c9f53e374f74db1f2be8307f11414,1,418.3571895,2,2,10,42,751.2833333,6.916666667,7,11
Stu_2d6c9f53e374f74db1f2be8307f11414,2,965.1162677,3,2,16,74,863.2666667,467.05,6,11
Stu_2d6c9f53e374f74db1f2be8307f11414,3,3764.306483,6,4,32,74,3705.966667,1967.75,7,11
Stu_2d6c9f53e374f74db1f2be8307f11414,4,6045.560165,5,2,12,63,2154.35,4787.266667,8,11
Stu_2d6c9f53e374f74db1f2be8307f11414,5,5958.481905,3,3,5,3,4407.483333,3959.183333,4,11
Stu_2d865cad5be1816d32d3f35461f3103e,1,5293.555286,6,4,81,73,4320.416667,4108.183333,6,12
Stu_2d865cad5be1816d32d3f35461f3103e,2,10916.64028,2,2,24,0,18668.98333,28.48333333,8,12
Stu_2d865cad5be1816d32d3f35461f3103e,3,10359.99907,1,1,18,0,5.066666667,10357.6,7,12
Stu_2d865cad5be1816d32d3f35461f3103e,4,75.79333333,1,1,5,0,83.11666667,30.03333333,10,12
Stu_2d865cad5be1816d32d3f35461f3103e,5,9107.039394,1,1,11,0,16.25,9094.85,7,12
Stu_2d865cad5be1816d32d3f35461f3103e,6,7330.878431,1,1,17,0,3.95,7328.683333,9,12
Stu_2d865cad5be1816d32d3f35461f3103e,7,1430.374815,3,3,90,0,2615.966667,1.083333333,7,12
Stu_2d865cad5be1816d32d3f35461f3103e,8,538.7016667,1,1,10,0,1.816666667,537.9166667,4,12
Stu_2d865cad5be1816d32d3f35461f3103e,9,8914.166667,1,1,9,0,1.766666667,8913.316667,8,12
Stu_2d865cad5be1816d32d3f35461f3103e,10,6153.978333,1,1,10,0,17.78333333,6150.933333,7,12
Stu_2d865cad5be1816d32d3f35461f3103e,11,15126.85556,1,1,3,0,0.166666667,15126.76667,8,12
Stu_2ea7210e3519887b28a3e824afafa362,1,3683.068407,7,7,41,79,7962.833333,2.166666667,10,9
Stu_2ea7210e3519887b28a3e824afafa362,2,5212.561531,4,3,19,74,5804.683333,2765.816667,10,9
Stu_2ea7210e3519887b28a3e824afafa362,3,2791.728029,3,3,31,74,7326.683333,9.616666667,9,9
Stu_2ea7210e3519887b28a3e824afafa362,4,2249.750209,3,3,29,63,2928.183333,7.983333333,9,9
Stu_2ea7210e3519887b28a3e824afafa362,5,9688.978166,6,6,26,29,24365.56667,19.31666667,9,9
Stu_2ea7210e3519887b28a3e824afafa362,6,1056.474512,4,3,49,80,1423.108333,659.8583333,10,9
Stu_2ea7210e3519887b28a3e824afafa362,7,3745.556999,6,6,66,74,2862.125,10009.55,10,9
Stu_2ea7210e3519887b28a3e824afafa362,8,2238.882918,4,4,42,38,4307.566667,5.1,10,9
Stu_2ea7210e3519887b28a3e824afafa362,9,661.2993056,2,2,19,37,2953.533333,1.033333333,8,9
Stu_2ea7210e3519887b28a3e824afafa362,10,1433.988641,4,3,41,56,4367.366667,7.233333333,10,9
Stu_2ea7210e3519887b28a3e824afafa362,11,5534.628728,4,4,12,9,7086.866667,24.08333333,10,9
Stu_2f4d12d9e6a0a81d13d9d7b1c1f2ef4f,1,1556.058,4,3,12,3,8283.6,11.58333333,7,14
Stu_2f4d12d9e6a0a81d13d9d7b1c1f2ef4f,2,68.26511111,2,2,26,34,358.3333333,1.916666667,5,14
Stu_2f4d12d9e6a0a81d13d9d7b1c1f2ef4f,3,1688.193893,6,3,49,44,3016.3,211.3833333,9,14
Stu_2f4d12d9e6a0a81d13d9d7b1c1f2ef4f,4,1897.770354,6,3,31,63,4746.3,6.716666667,7,14
Stu_2f4d12d9e6a0a81d13d9d7b1c1f2ef4f,5,140.6126374,2,2,24,24,502.6333333,2,6,14
Stu_2f4d12d9e6a0a81d13d9d7b1c1f2ef4f,6,2734.070108,5,3,55,31,5070.333333,4.033333333,9,14
Stu_2f4d12d9e6a0a81d13d9d7b1c1f2ef4f,7,2736.415674,9,5,81,74,4921.6,0.666666667,9,14
Stu_2f4d12d9e6a0a81d13d9d7b1c1f2ef4f,8,736.8203101,3,2,28,35,1838.266667,1.25,9,14
Stu_2f4d12d9e6a0a81d13d9d7b1c1f2ef4f,9,987.5074167,5,3,22,37,1672.266667,13.975,10,14
Stu_2f4d12d9e6a0a81d13d9d7b1c1f2ef4f,10,1125.42037,7,5,26,56,2183.666667,5029.625,10,14
Stu_2f4d12d9e6a0a81d13d9d7b1c1f2ef4f,11,3088.779861,2,2,6,9,3252.233333,6.083333333,10,14
Stu_2f579e5f21be40a6d42cde530dc54335,1,3060.468841,8,5,36,2,12967.48333,0.766666667,10,8
Stu_2f579e5f21be40a6d42cde530dc54335,2,3353.892157,4,3,14,1,17455.75,1.716666667,8,8
Stu_2f579e5f21be40a6d42cde530dc54335,3,14.14117647,1,1,17,0,53.66666667,1.15,6,8
Stu_2f579e5f21be40a6d42cde530dc54335,4,2724.972222,2,2,8,2,4445.116667,0.65,8,8
Stu_2f579e5f21be40a6d42cde530dc54335,5,1513.942593,3,3,42,1,2876.05,14.65,7,8
Stu_2f579e5f21be40a6d42cde530dc54335,6,34.72741935,1,1,14,3,38.5,9.4,9,8
Stu_2f579e5f21be40a6d42cde530dc54335,7,564.8777778,5,3,31,1,14242.06667,9.85,9,8
Stu_2f579e5f21be40a6d42cde530dc54335,8,19.50151515,1,1,8,1,47.1,0.133333333,8,8
Stu_2f579e5f21be40a6d42cde530dc54335,9,32.96333333,1,1,15,0,61.38333333,0.333333333,8,8
Stu_2f579e5f21be40a6d42cde530dc54335,11,39.99166667,1,1,2,0,0.016666667,39.98333333,9,8
Stu_2feffa88003e0b006d376b1955048a4e,1,5100.488177,9,5,39,75,7717.866667,109,10,6
Stu_2feffa88003e0b006d376b1955048a4e,2,2825.662554,9,5,44,73,7555.133333,27.88333333,10,6
Stu_2feffa88003e0b006d376b1955048a4e,3,4277.711143,8,5,71,67,17285.31667,99.86666667,9,6
Stu_2feffa88003e0b006d376b1955048a4e,4,498.3283537,3,2,31,63,972.5166667,31,9,6
Stu_2feffa88003e0b006d376b1955048a4e,5,1491.522837,5,3,25,27,4199.65,8.6,9,6
Stu_2feffa88003e0b006d376b1955048a4e,6,4743.45688,4,3,19,52,16844.35,54.86666667,9,6
Stu_2feffa88003e0b006d376b1955048a4e,7,1221.029707,3,3,15,33,4366.933333,5.783333333,10,6
Stu_2feffa88003e0b006d376b1955048a4e,8,2976.260833,1,1,7,2,17.06666667,2970.033333,8,6
Stu_2feffa88003e0b006d376b1955048a4e,9,198.3102201,2,1,11,21,444.45,5.983333333,9,6
Stu_2feffa88003e0b006d376b1955048a4e,10,7874.145902,2,2,5,9,7084.983333,936.8833333,7,6
Stu_2feffa88003e0b006d376b1955048a4e,11,7718.784722,2,2,4,8,2027.9,6605.716667,9,6
Stu_3075151069caaecca51c53fc39e6487c,1,1366.062801,6,3,29,79,3095.266667,3.466666667,6,12
Stu_3075151069caaecca51c53fc39e6487c,2,1550.172133,6,4,18,74,3803.116667,17.21666667,9,12
Stu_3075151069caaecca51c53fc39e6487c,3,4139.698037,9,5,36,72,8535.483333,16.36666667,9,12
Stu_3075151069caaecca51c53fc39e6487c,4,671.2619122,3,2,11,63,1350,4.533333333,9,12
Stu_3075151069caaecca51c53fc39e6487c,5,1257.810688,6,2,18,29,2550.183333,37.21666667,10,12
Stu_3075151069caaecca51c53fc39e6487c,6,1298.964632,6,4,21,80,2979.15,0.05,9,12
Stu_3075151069caaecca51c53fc39e6487c,7,1897.589125,8,5,32,74,5762.966667,27.71666667,9,12
Stu_3075151069caaecca51c53fc39e6487c,8,575.2787121,4,3,16,39,1492.183333,12.88333333,10,12
Stu_3075151069caaecca51c53fc39e6487c,9,1176.879255,4,3,16,37,2629.583333,18.51666667,10,12
Stu_3075151069caaecca51c53fc39e6487c,10,262.7846026,3,2,15,56,920.7,16.36666667,10,12
Stu_3075151069caaecca51c53fc39e6487c,11,736.9257143,1,1,4,9,62.68333333,711.5833333,10,12
Stu_30a063988899da731877f488428bd737,1,1945.060863,4,5,48,77,8915.483333,13.45,9,6
Stu_30a063988899da731877f488428bd737,2,829.9644786,2,2,14,73,5296.066667,7.65,10,6
Stu_30a063988899da731877f488428bd737,3,1208.658145,4,2,67,73,1448.916667,177.8,10,6
Stu_30a063988899da731877f488428bd737,4,304.4949948,1,1,12,63,232.7,188.8,10,6
Stu_30a063988899da731877f488428bd737,5,1155.326584,6,6,29,29,6966.683333,410.1333333,9,6
Stu_30a063988899da731877f488428bd737,6,1369.245692,7,3,33,80,2624.933333,118.5666667,10,6
Stu_30a063988899da731877f488428bd737,7,1931.178082,3,2,57,73,9456.166667,1138.283333,10,6
Stu_30a063988899da731877f488428bd737,8,312.0122807,4,3,31,38,2158.833333,135.1333333,10,6
Stu_30a063988899da731877f488428bd737,9,1634.032178,5,4,25,37,3695.033333,475.05,10,6
Stu_30a063988899da731877f488428bd737,10,569.9596072,4,2,24,56,2790.5,23.43333333,10,6
Stu_30a063988899da731877f488428bd737,11,1102.251852,3,2,5,9,1193.55,4.616666667,10,6
Stu_30aac3ca2f71d2e1b842651b44914cc6,1,1301.946218,5,3,62,79,4273.783333,1.033333333,10,10
Stu_30aac3ca2f71d2e1b842651b44914cc6,2,7490.866425,3,2,17,31,18745.3,7.833333333,9,10
Stu_30aac3ca2f71d2e1b842651b44914cc6,3,247.6233836,2,1,43,74,572.8666667,3.283333333,9,10
Stu_30aac3ca2f71d2e1b842651b44914cc6,4,742.2889881,4,2,24,63,2175.216667,2.35,8,10
Stu_30aac3ca2f71d2e1b842651b44914cc6,5,48.8452957,1,1,13,16,105.1833333,4.9,9,10
Stu_30aac3ca2f71d2e1b842651b44914cc6,6,516.5072748,3,2,19,78,675.6833333,8.45,8,10
Stu_30aac3ca2f71d2e1b842651b44914cc6,9,610.619837,3,2,12,37,1357.7,76.05,8,10
Stu_30aac3ca2f71d2e1b842651b44914cc6,10,101.0468905,1,2,10,52,255.75,15.93333333,9,10
Stu_30aac3ca2f71d2e1b842651b44914cc6,11,6380.157456,3,2,5,9,1466.816667,5511.733333,10,10
Stu_30b7e344d7f7b52e02bd0941d7a60931,1,2164.262205,6,5,52,76,6517.266667,77.4,8,9
Stu_30b7e344d7f7b52e02bd0941d7a60931,2,5604.545373,6,5,63,74,11870.91667,7.533333333,9,9
Stu_30b7e344d7f7b52e02bd0941d7a60931,3,3529.845522,4,4,61,74,8597.1,11.05,9,9
Stu_30b7e344d7f7b52e02bd0941d7a60931,4,5282.749297,3,3,18,63,2529.483333,3298.383333,9,9
Stu_30b7e344d7f7b52e02bd0941d7a60931,5,3745.234055,3,3,27,29,6101.85,2600.4,8,9
Stu_30b7e344d7f7b52e02bd0941d7a60931,6,3374.122879,4,4,36,79,4366.383333,1620.966667,9,9
Stu_30b7e344d7f7b52e02bd0941d7a60931,7,3046.616571,4,4,51,74,4770.9,2279.766667,9,9
Stu_30b7e344d7f7b52e02bd0941d7a60931,8,2250.406217,4,4,30,38,5771.766667,98.76666667,8,9
Stu_30b7e344d7f7b52e02bd0941d7a60931,9,3968.278295,3,3,27,37,4682.583333,2437.283333,7,9
Stu_30b7e344d7f7b52e02bd0941d7a60931,10,3091.657734,5,4,27,52,5474.8,661.3,10,9
Stu_30b7e344d7f7b52e02bd0941d7a60931,11,6756.97338,2,1,6,9,365.7833333,6730.616667,10,9
Stu_316866719eb5f8f51409c6c0fdaab793,1,2548.938572,18,5,60,79,5280.35,267.9666667,9,11
Stu_316866719eb5f8f51409c6c0fdaab793,2,4752.977361,14,6,56,74,10135.88333,23.05,10,11
Stu_316866719eb5f8f51409c6c0fdaab793,3,4686.728598,16,7,143,74,8255.433333,3.75,9,11
Stu_316866719eb5f8f51409c6c0fdaab793,4,7278.061825,12,6,47,63,9154.666667,4.633333333,9,11
Stu_316866719eb5f8f51409c6c0fdaab793,5,7064.058672,16,7,66,29,9082.75,25.7,10,11
Stu_316866719eb5f8f51409c6c0fdaab793,6,4097.247166,13,6,61,78,7014.55,19.31666667,9,11
Stu_316866719eb5f8f51409c6c0fdaab793,7,5123.374071,14,6,96,72,2696.191667,2225.325,9,11
Stu_316866719eb5f8f51409c6c0fdaab793,8,6929.751822,8,5,47,38,5441.075,8633.416667,9,11
Stu_316866719eb5f8f51409c6c0fdaab793,9,4744.772516,7,6,39,37,10010.48333,6.116666667,10,11
Stu_316866719eb5f8f51409c6c0fdaab793,10,8091.920011,6,4,30,56,13199.81667,156.2666667,10,11
Stu_316866719eb5f8f51409c6c0fdaab793,11,2378.235,2,2,5,9,3938.7,139.8666667,8,11
Stu_31c2bc58472e4d3feee7f9f43ab31740,1,648.361553,3,3,16,35,6400.633333,4.55,9,13
Stu_31c2bc58472e4d3feee7f9f43ab31740,2,82.0965812,1,1,7,24,279.3333333,8.383333333,9,13
Stu_31c2bc58472e4d3feee7f9f43ab31740,3,996.2413126,2,2,29,50,13252.93333,7.9,7,13
Stu_31c2bc58472e4d3feee7f9f43ab31740,4,100.3941997,1,1,12,44,174.1,12.36666667,10,13
Stu_31c2bc58472e4d3feee7f9f43ab31740,5,291.111532,2,3,21,24,3277.35,17.28333333,8,13
Stu_31c2bc58472e4d3feee7f9f43ab31740,8,36.85070175,1,1,15,19,24.35,7.483333333,8,13
Stu_31c2bc58472e4d3feee7f9f43ab31740,9,2519.742254,3,3,12,14,6648.5,8736.7,9,13
Stu_31c2bc58472e4d3feee7f9f43ab31740,10,4.885714286,1,1,7,0,7.2,2.716666667,9,13
Stu_31cc6ca9cf69f29c89cd65405d00a437,1,6416.512385,9,7,45,61,4760.855556,7461.355556,10,12
Stu_31cc6ca9cf69f29c89cd65405d00a437,2,4460.843025,7,7,33,74,1779.246667,19377.45667,10,12
Stu_31cc6ca9cf69f29c89cd65405d00a437,3,2858.035622,11,6,54,71,810.63,21394.81667,9,12
Stu_31cc6ca9cf69f29c89cd65405d00a437,4,1958.440104,6,4,27,63,698.3458333,1831.641667,10,12
Stu_31cc6ca9cf69f29c89cd65405d00a437,5,4586.160074,8,7,31,29,1195.523333,8313.576667,10,12
Stu_31cc6ca9cf69f29c89cd65405d00a437,6,4700.683407,7,5,51,80,394.4766667,10685.25667,10,12
Stu_31cc6ca9cf69f29c89cd65405d00a437,7,1996.663223,5,3,61,74,410.2916667,5184.270833,8,12
Stu_31cc6ca9cf69f29c89cd65405d00a437,8,3121.72768,4,4,37,39,310.7633333,6182.883333,9,12
Stu_31cc6ca9cf69f29c89cd65405d00a437,9,4609.291924,7,6,33,35,1330.285714,13619.82381,10,12
Stu_31cc6ca9cf69f29c89cd65405d00a437,10,892.0655251,6,7,26,56,1485.47,14648.09667,10,12
Stu_31cc6ca9cf69f29c89cd65405d00a437,11,7789.878767,3,3,13,9,314.1222222,12106.02222,10,12
Stu_322d98791f22b12578d7efabcfc05ae7,1,2243.53369,4,3,37,78,8491.65,3.2,8,11
Stu_322d98791f22b12578d7efabcfc05ae7,2,691.248596,3,2,15,74,1522,7.95,8,11
Stu_322d98791f22b12578d7efabcfc05ae7,3,351.2248831,2,1,32,74,701.5666667,6.833333333,9,11
Stu_322d98791f22b12578d7efabcfc05ae7,4,1917.168413,2,2,18,63,3013.033333,14.25,6,11
Stu_322d98791f22b12578d7efabcfc05ae7,5,2171.133169,5,3,21,27,3067.466667,1419.533333,4,11
Stu_322d98791f22b12578d7efabcfc05ae7,6,1107.902174,6,4,60,68,7285.883333,7.533333333,5,11
Stu_322d98791f22b12578d7efabcfc05ae7,7,252.2405824,7,3,63,71,3211.933333,6.566666667,7,11
Stu_322d98791f22b12578d7efabcfc05ae7,8,705.4850076,2,2,22,38,1518.633333,7.866666667,7,11
Stu_322d98791f22b12578d7efabcfc05ae7,9,299.5844113,5,3,24,35,940.5333333,1460.791667,6,11
Stu_322d98791f22b12578d7efabcfc05ae7,10,411.6263473,4,4,21,30,1945.6,2425.344444,6,11
Stu_322d98791f22b12578d7efabcfc05ae7,11,8374.48,2,2,5,0,10.73333333,11934.81667,7,11
Stu_32ca600d99a67e689fd6e32be2d1a187,1,412.4396234,3,1,23,79,678.3333333,9.316666667,10,13
Stu_32ca600d99a67e689fd6e32be2d1a187,2,101.1187913,2,2,14,74,1031.233333,2.933333333,10,13
Stu_32ca600d99a67e689fd6e32be2d1a187,3,8885.316074,4,2,31,74,1645.65,8269.283333,9,13
Stu_32ca600d99a67e689fd6e32be2d1a187,4,147.2866171,3,1,12,56,218.4666667,6.816666667,8,13
Stu_32ca600d99a67e689fd6e32be2d1a187,5,110.2866822,4,3,14,29,9381.75,0.166666667,9,13
Stu_32ca600d99a67e689fd6e32be2d1a187,6,40.66708333,2,1,23,72,146.7,0.033333333,9,13
Stu_32ca600d99a67e689fd6e32be2d1a187,7,4363.341149,2,2,26,72,12389.53333,0.083333333,8,13
Stu_32ca600d99a67e689fd6e32be2d1a187,8,32.97114198,1,1,14,39,64.56666667,2.083333333,10,13
Stu_32ca600d99a67e689fd6e32be2d1a187,9,27.42057728,1,1,9,37,75.43333333,0.333333333,9,13
Stu_32ca600d99a67e689fd6e32be2d1a187,10,75.00237003,1,1,9,40,146.8166667,0.383333333,9,13
Stu_32ca600d99a67e689fd6e32be2d1a187,11,199.0935897,1,1,4,9,46.13333333,179.2,10,13
Stu_336f74339cf447e35319739554bc9452,1,4319.4,1,1,1,0,0,4319.4,9,18
Stu_336f74339cf447e35319739554bc9452,2,12.76973684,1,1,13,7,15.86666667,2.266666667,9,18
Stu_336f74339cf447e35319739554bc9452,3,2.333333333,1,1,7,0,3.333333333,0.95,8,18
Stu_336f74339cf447e35319739554bc9452,5,4.577083333,1,1,8,0,7.416666667,1.216666667,9,18
Stu_336f74339cf447e35319739554bc9452,6,7.454166667,1,1,4,0,10.55,0.85,7,18
Stu_336f74339cf447e35319739554bc9452,7,29.12916667,1,1,4,0,4,26.91666667,9,18
Stu_336f74339cf447e35319739554bc9452,8,8.9,1,1,3,0,6.516666667,6.066666667,8,18
Stu_336f74339cf447e35319739554bc9452,9,8.54375,1,1,5,1,33.48333333,0.316666667,10,18
Stu_336f74339cf447e35319739554bc9452,10,7.154166667,1,1,4,0,6.883333333,4,10,18
Stu_336f74339cf447e35319739554bc9452,11,16.025,1,1,4,0,3.65,13.58333333,10,18
Stu_33d4d984bc1e71d3d926d8aec8e645f0,1,1858.54,1,1,2,2,2.716666667,1857.533333,8,11
Stu_33d4d984bc1e71d3d926d8aec8e645f0,6,3378.218598,7,4,31,76,4993.4,3.966666667,10,11
Stu_33d4d984bc1e71d3d926d8aec8e645f0,7,21986.86312,10,7,45,44,7831.075,26584.34167,9,11
Stu_33d4d984bc1e71d3d926d8aec8e645f0,8,3165.976201,9,5,24,38,5379.25,4.65,9,11
Stu_33eabfdec4575ddb81e22c4755ce844c,1,4945.831636,7,4,28,74,6900.25,8.966666667,9,11
Stu_33eabfdec4575ddb81e22c4755ce844c,2,5415.047122,2,2,15,74,983.25,4904,9,11
Stu_33eabfdec4575ddb81e22c4755ce844c,3,1527.195418,3,3,31,69,2844.183333,9.683333333,8,11
Stu_33eabfdec4575ddb81e22c4755ce844c,4,7555.098049,2,2,9,62,3286.433333,5368.566667,10,11
Stu_33eabfdec4575ddb81e22c4755ce844c,5,5156.935231,2,2,12,28,2949.3,4057.45,10,11
Stu_33eabfdec4575ddb81e22c4755ce844c,6,6288.908141,2,2,19,79,6100.283333,2599.233333,10,11
Stu_33eabfdec4575ddb81e22c4755ce844c,7,5917.128823,2,2,26,74,1577.766667,5189.35,9,11
Stu_33eabfdec4575ddb81e22c4755ce844c,8,1661.168062,2,2,15,39,1261.4,1040.533333,10,11
Stu_33eabfdec4575ddb81e22c4755ce844c,9,4622.453905,2,2,12,37,8586.866667,1426.633333,8,11
Stu_33eabfdec4575ddb81e22c4755ce844c,10,1163.919001,2,1,10,52,302.2,1000.166667,10,11
Stu_33eabfdec4575ddb81e22c4755ce844c,11,16375.46768,1,1,3,9,87.26666667,16367.41667,10,11
Stu_33f09360c5a2629d97798e510d41ee6e,1,9194.078431,15,6,76,61,11057,77.96666667,9,12
Stu_33f09360c5a2629d97798e510d41ee6e,2,2542.050338,3,3,37,74,9985.866667,66.25,9,12
Stu_33f09360c5a2629d97798e510d41ee6e,3,2455.222787,5,4,79,74,4610.783333,49.65,10,12
Stu_33f09360c5a2629d97798e510d41ee6e,4,663.557628,3,2,16,63,1500.633333,14.25,8,12
Stu_33f09360c5a2629d97798e510d41ee6e,5,1191.913194,4,3,35,15,2197.233333,1.866666667,8,12
Stu_33f09360c5a2629d97798e510d41ee6e,6,155.9473958,2,3,31,72,7380.866667,2.783333333,10,12
Stu_33f09360c5a2629d97798e510d41ee6e,7,800.4023941,3,3,70,72,1863.666667,0.683333333,7,12
Stu_33f09360c5a2629d97798e510d41ee6e,8,233.9511518,3,3,42,39,3037.966667,22.08333333,7,12
Stu_33f09360c5a2629d97798e510d41ee6e,9,845.8900922,4,3,37,36,2662.083333,0.466666667,9,12
Stu_33f09360c5a2629d97798e510d41ee6e,10,1569.292264,5,3,37,55,2822.416667,0.116666667,9,12
Stu_33f09360c5a2629d97798e510d41ee6e,11,2158.564659,2,2,7,9,2241.65,0.016666667,9,12
Stu_34a2b12c2e263dc6206f8c51caf9bf1d,1,3869.28701,2,2,17,42,2832.866667,1196.983333,10,12
Stu_34a2b12c2e263dc6206f8c51caf9bf1d,2,977.2955791,2,1,17,73,175.9833333,911.15,10,12
Stu_34a2b12c2e263dc6206f8c51caf9bf1d,3,100.4633124,1,1,29,65,178.0166667,5.083333333,6,12
Stu_34a2b12c2e263dc6206f8c51caf9bf1d,4,50.78401361,2,1,7,43,83.76666667,5.7,10,12
Stu_34a2b12c2e263dc6206f8c51caf9bf1d,5,767.7069182,2,2,12,27,3032.516667,5.416666667,9,12
Stu_34a2b12c2e263dc6206f8c51caf9bf1d,6,2983.227029,4,4,19,79,9756.85,6.166666667,8,12
Stu_34a2b12c2e263dc6206f8c51caf9bf1d,7,3567.009214,5,4,31,74,5032.733333,5.933333333,10,12
Stu_34a2b12c2e263dc6206f8c51caf9bf1d,8,4134.929308,3,1,17,36,285,4033.4,8,12
Stu_34a2b12c2e263dc6206f8c51caf9bf1d,9,11202.60956,1,1,11,37,138.6833333,11163.83333,8,12
Stu_34a2b12c2e263dc6206f8c51caf9bf1d,10,8917.364894,4,3,21,52,11531.55,4162.4,10,12
Stu_34a2b12c2e263dc6206f8c51caf9bf1d,11,4164.626923,1,1,4,2,34.81666667,4155.233333,10,12
Stu_34b4752eb08c310b8e9b4081f0ae7c9a,1,2680.54747,9,4,38,48,4468.15,174.6,8,6
Stu_34b4752eb08c310b8e9b4081f0ae7c9a,2,66.88131313,2,2,20,5,2667.533333,7.35,6,6
Stu_34b4752eb08c310b8e9b4081f0ae7c9a,3,89.84343434,2,2,6,5,2802.266667,1.283333333,8,6
Stu_34b4752eb08c310b8e9b4081f0ae7c9a,4,35.83190476,1,1,10,15,100.1166667,1.983333333,9,6
Stu_34b4752eb08c310b8e9b4081f0ae7c9a,5,87.06538462,1,2,10,1,118.0666667,20.61666667,8,6
Stu_34b4752eb08c310b8e9b4081f0ae7c9a,6,617.2699805,5,3,28,23,1872.183333,1.9,9,6
Stu_34b4752eb08c310b8e9b4081f0ae7c9a,7,1784.347944,6,4,41,36,6370.716667,7.916666667,10,6
Stu_34b4752eb08c310b8e9b4081f0ae7c9a,8,236.0520408,3,3,16,5,2256.366667,5.316666667,9,6
Stu_34b4752eb08c310b8e9b4081f0ae7c9a,9,70.15252525,1,1,11,4,147.8166667,2.066666667,10,6
Stu_34b4752eb08c310b8e9b4081f0ae7c9a,10,1546.071171,4,3,24,1,8558.433333,15.5,10,6
Stu_351ff17e8821e9e7047f85971afc5b83,1,938.5669656,9,2,61,78,1457.216667,12.08333333,7,9
Stu_351ff17e8821e9e7047f85971afc5b83,2,2732.6969,12,5,60,69,6402.65,11.1,8,9
Stu_351ff17e8821e9e7047f85971afc5b83,3,5693.20194,19,6,124,66,9896.783333,26.71666667,8,9
Stu_351ff17e8821e9e7047f85971afc5b83,4,2597.937535,7,3,43,63,4002.55,112.8333333,8,9
Stu_351ff17e8821e9e7047f85971afc5b83,5,1380.809791,6,4,38,26,9769.7,10.31666667,8,9
Stu_351ff17e8821e9e7047f85971afc5b83,6,1655.766353,9,3,60,76,2688.583333,10.46666667,8,9
Stu_351ff17e8821e9e7047f85971afc5b83,7,1724.472339,10,4,120,69,5102.1,7.583333333,7,9
Stu_351ff17e8821e9e7047f85971afc5b83,8,281.7925926,2,2,35,32,496.7833333,21.61666667,9,9
Stu_351ff17e8821e9e7047f85971afc5b83,9,1693.241181,8,5,32,37,17172.86667,48.35,7,9
Stu_351ff17e8821e9e7047f85971afc5b83,10,1015.602541,7,3,47,56,15162.56667,29.53333333,8,9
Stu_351ff17e8821e9e7047f85971afc5b83,11,1113.40671,1,1,4,9,93.33333333,1075.516667,10,9
Stu_355909241b643469d5565528103beb2b,1,3759.408617,13,6,87,78,12163,719.1166667,10,8
Stu_355909241b643469d5565528103beb2b,2,1108.07982,3,3,58,74,2984.083333,4.716666667,10,8
Stu_355909241b643469d5565528103beb2b,3,1692.354902,6,4,81,74,4254.6,9.533333333,9,8
Stu_355909241b643469d5565528103beb2b,4,1143.906872,3,2,29,62,1750.616667,9.733333333,9,8
Stu_355909241b643469d5565528103beb2b,5,1116.094856,3,3,51,28,2680.116667,11.71666667,8,8
Stu_355909241b643469d5565528103beb2b,6,1568.650449,5,1,62,62,779.7333333,1187.2,9,8
Stu_355909241b643469d5565528103beb2b,7,148.4295944,2,1,89,71,196.7083333,15.88333333,8,8
Stu_355909241b643469d5565528103beb2b,8,159.1885635,3,2,46,39,114.7,2821.041667,7,8
Stu_355909241b643469d5565528103beb2b,9,6925.479351,2,2,26,20,8133.433333,7.716666667,9,8
Stu_355909241b643469d5565528103beb2b,10,1300.983807,5,3,35,32,2659.383333,10.05,8,8
Stu_355909241b643469d5565528103beb2b,11,57.73,1,1,5,0,24.9,45.8,10,8
Stu_35e6d54f51c0bcd53d0ebb80c73c3b08,2,2867.200173,5,4,36,74,3581.6,1493.658333,10,8
Stu_35e6d54f51c0bcd53d0ebb80c73c3b08,3,6634.162671,6,6,59,69,6553.541667,11561.725,7,8
Stu_35e6d54f51c0bcd53d0ebb80c73c3b08,4,2394.02638,3,3,17,63,4387.183333,17.61666667,9,8
