ds_anon_user_id,module,meantimeToQuiz,nsessions,ndays,npages,nactivities,timeInModule,endToQuiz,quizGrade,pretestGrade
Stu_00ea8f20a0942ae1385989b901bec86f,1,969.7837731,4,3,27,70,7815.2,1.833333333,10,10
Stu_00ea8f20a0942ae1385989b901bec86f,2,419.9833333,5,2,18,69,1089.483333,60.01666667,9,10
Stu_00ea8f20a0942ae1385989b901bec86f,3,2429.151982,4,3,39,73,4541.85,40.7,10,10
Stu_00ea8f20a0942ae1385989b901bec86f,4,896.453084,2,2,12,51,1499.65,7.466666667,9,10
Stu_00ea8f20a0942ae1385989b901bec86f,5,1090.381925,4,3,20,29,2156,18.36666667,10,10
Stu_00ea8f20a0942ae1385989b901bec86f,6,1309.099188,3,2,19,71,1483.533333,595.9166667,9,10
Stu_00ea8f20a0942ae1385989b901bec86f,7,609.1521872,3,2,27,60,1316.633333,10.03333333,9,10
Stu_00ea8f20a0942ae1385989b901bec86f,8,1179.676014,2,2,17,28,692.6083333,3.616666667,10,10
Stu_00ea8f20a0942ae1385989b901bec86f,9,1078.119231,3,3,10,34,736.1666667,3172.408333,9,10
Stu_00ea8f20a0942ae1385989b901bec86f,10,1028.238128,3,2,11,47,1453.5,7.933333333,10,10
Stu_00ea8f20a0942ae1385989b901bec86f,11,739.1989583,1,1,3,8,39.83333333,720.4166667,10,10
Stu_00eb70d486b24f3d4ae35852a4350739,1,2993.949479,6,5,121,79,6116.8,29.28333333,10,14
Stu_00eb70d486b24f3d4ae35852a4350739,2,7297.206838,7,7,46,74,6818.033333,674.55,10,14
Stu_00eb70d486b24f3d4ae35852a4350739,3,7661.727549,8,7,120,71,6366.875,9833.316667,8,14
Stu_00eb70d486b24f3d4ae35852a4350739,5,1224.161549,4,3,44,29,609.8833333,1628.891667,10,14
Stu_00eb70d486b24f3d4ae35852a4350739,6,2938.638714,9,5,64,79,6525.016667,8672.05,8,14
Stu_00eb70d486b24f3d4ae35852a4350739,7,2382.741557,7,4,67,74,4502.866667,29.01666667,9,14
Stu_00eb70d486b24f3d4ae35852a4350739,8,3203.029023,5,4,29,39,4884.666667,67.25,8,14
Stu_00eb70d486b24f3d4ae35852a4350739,9,1391.45,4,3,18,37,2757.4,35.33333333,9,14
Stu_00eb70d486b24f3d4ae35852a4350739,10,2817.899596,3,3,18,56,4259.5,85.35,10,14
Stu_00eb70d486b24f3d4ae35852a4350739,11,5181.311194,2,2,6,9,1377.933333,3852.166667,10,14
Stu_0171e0a870a909018b1aa7590b3b75f5,1,3177.644928,6,5,30,79,8069.15,16.83333333,8,8
Stu_0171e0a870a909018b1aa7590b3b75f5,2,2136.741174,5,4,16,73,5932,10.13333333,7,8
Stu_0171e0a870a909018b1aa7590b3b75f5,3,3466.376242,5,5,33,73,11409.45,23.41666667,7,8
Stu_0171e0a870a909018b1aa7590b3b75f5,4,861.3640082,5,2,17,63,1786.433333,15.98333333,8,8
Stu_0171e0a870a909018b1aa7590b3b75f5,5,1277.07133,4,3,15,27,2974.4,13.31666667,6,8
Stu_0171e0a870a909018b1aa7590b3b75f5,6,230.344674,1,1,15,69,401.8166667,42.35,9,8
Stu_0171e0a870a909018b1aa7590b3b75f5,7,1828.411674,3,3,16,34,6677.2,14.7,7,8
Stu_0171e0a870a909018b1aa7590b3b75f5,8,568.6585253,3,2,15,39,1706.05,9.683333333,8,8
Stu_0171e0a870a909018b1aa7590b3b75f5,9,1519.767895,4,3,14,37,3094.8,18.9,8,8
Stu_0171e0a870a909018b1aa7590b3b75f5,10,605.4330218,3,2,11,40,3121.266667,13.68333333,7,8
Stu_0171e0a870a909018b1aa7590b3b75f5,11,4816.798148,1,1,3,9,65.7,4787.866667,7,8
Stu_018bebc77f387f4ea7a4e1d846e39203,1,8.933333333,1,1,3,0,1.966666667,7.7,7,9
Stu_018bebc77f387f4ea7a4e1d846e39203,2,80.99481838,1,1,26,57,196.2833333,5.666666667,10,9
Stu_018bebc77f387f4ea7a4e1d846e39203,3,132.9148077,2,3,101,71,4079.75,2.483333333,8,9
Stu_018bebc77f387f4ea7a4e1d846e39203,4,87.062249,1,1,20,63,156.7166667,16.91666667,10,9
Stu_018bebc77f387f4ea7a4e1d846e39203,5,7171.903965,5,4,36,29,5098.583333,57.66666667,9,9
Stu_018bebc77f387f4ea7a4e1d846e39203,6,902.1260922,4,3,40,72,749,2079.55,10,9
Stu_018bebc77f387f4ea7a4e1d846e39203,7,763.4803922,4,2,47,72,1429.733333,2.633333333,10,9
Stu_018bebc77f387f4ea7a4e1d846e39203,8,149.0795652,2,1,20,39,336.55,0.483333333,9,9
Stu_018bebc77f387f4ea7a4e1d846e39203,9,101.7259829,2,1,27,33,416.0666667,2.75,9,9
Stu_018bebc77f387f4ea7a4e1d846e39203,10,4851.822258,5,4,34,51,11360.7,0.183333333,8,9
Stu_018bebc77f387f4ea7a4e1d846e39203,11,1368.832367,3,2,6,9,1605.416667,11.58333333,8,9
Stu_019ba68ccdef374f63b8068c061abf21,1,3663.977495,5,4,93,79,5712.966667,13.98333333,8,10
Stu_019ba68ccdef374f63b8068c061abf21,2,2169.047413,4,4,29,74,2883.491667,35.10833333,10,10
Stu_019ba68ccdef374f63b8068c061abf21,3,6178.598993,6,5,64,74,2165.291667,8534.875,7,10
Stu_019ba68ccdef374f63b8068c061abf21,4,3523.377697,3,3,21,40,4730.283333,44.36666667,10,10
Stu_019ba68ccdef374f63b8068c061abf21,5,4383.404595,3,3,20,29,2273.25,3442.533333,7,10
Stu_019ba68ccdef374f63b8068c061abf21,6,1063.72522,2,2,27,49,1497.166667,1.133333333,10,10
Stu_019ba68ccdef374f63b8068c061abf21,7,5672.204499,3,4,29,62,8786.5,9.516666667,8,10
Stu_019ba68ccdef374f63b8068c061abf21,8,10.57380952,1,1,1,1,1.366666667,10,7,10
Stu_019ba68ccdef374f63b8068c061abf21,9,35.89466667,1,1,9,11,40.81666667,9.933333333,8,10
Stu_019ba68ccdef374f63b8068c061abf21,10,3.036956522,1,1,2,3,4.083333333,2.066666667,8,10
Stu_019ba68ccdef374f63b8068c061abf21,11,5826.095076,1,1,3,9,16.3,5818.516667,8,10
Stu_01b34612fde00a97755839580e9be475,1,31.13983653,2,2,31,64,4034.566667,4.233333333,9,8
Stu_01b34612fde00a97755839580e9be475,3,28.54108062,1,1,31,55,50.63333333,0.033333333,10,8
Stu_01b34612fde00a97755839580e9be475,4,16.99285714,1,1,13,7,18.98333333,6.933333333,8,8
Stu_01b34612fde00a97755839580e9be475,5,60.44945055,1,1,19,8,23.81666667,46.1,10,8
Stu_01b34612fde00a97755839580e9be475,6,13.54921875,1,1,10,21,30.61666667,0.466666667,7,8
Stu_01b34612fde00a97755839580e9be475,7,18.57973333,1,1,8,17,21.15,6.5,9,8
Stu_01b34612fde00a97755839580e9be475,8,216.1110687,1,1,14,39,32.36666667,198.05,7,8
Stu_01b34612fde00a97755839580e9be475,11,1463.4275,2,2,4,2,29158.26667,5.2,10,8
Stu_01e761f772b94919877acdec9ee72ba1,1,5773.56567,2,2,25,78,5871.8,155.8833333,10,9
Stu_01e761f772b94919877acdec9ee72ba1,2,1511.124186,2,1,14,74,366.5,1446.35,10,9
Stu_01e761f772b94919877acdec9ee72ba1,3,5906.445106,3,2,29,74,984.75,5133.35,7,9
Stu_01e761f772b94919877acdec9ee72ba1,4,1792.032317,3,2,11,63,888.65,1395.916667,9,9
Stu_01e761f772b94919877acdec9ee72ba1,5,5092.810389,2,2,12,29,741.8166667,4793.416667,8,9
Stu_01e761f772b94919877acdec9ee72ba1,6,66.53416965,2,2,13,45,6747.716667,11.01666667,10,9
Stu_01e761f772b94919877acdec9ee72ba1,7,283.2414406,2,1,26,74,330.0166667,19.76666667,8,9
Stu_01e761f772b94919877acdec9ee72ba1,8,5497.595279,1,1,14,39,86.93333333,5470.383333,9,9
Stu_01e761f772b94919877acdec9ee72ba1,9,393.4053704,1,1,9,37,26.51666667,382.4833333,9,9
Stu_01e761f772b94919877acdec9ee72ba1,10,1247.813133,2,1,11,56,133.15,1204.083333,9,9
Stu_01e761f772b94919877acdec9ee72ba1,11,4655.735446,1,1,3,9,10.75,4651.966667,10,9
Stu_024f2f9799abe6999619dda7a4f09058,3,4.001851852,1,1,4,1,2.083333333,3.383333333,6,11
Stu_024f2f9799abe6999619dda7a4f09058,4,19.93684211,1,1,19,0,55.2,1.116666667,8,11
Stu_024f2f9799abe6999619dda7a4f09058,5,62.40645161,1,1,13,3,111.3166667,3.283333333,8,11
Stu_024f2f9799abe6999619dda7a4f09058,6,3.85,1,1,5,0,5.75,0.766666667,8,11
Stu_024f2f9799abe6999619dda7a4f09058,7,10.85151515,1,1,11,0,22.18333333,0.416666667,8,11
Stu_024f2f9799abe6999619dda7a4f09058,8,34.15,1,1,8,0,15.08333333,26.93333333,10,11
Stu_024f2f9799abe6999619dda7a4f09058,9,12.31666667,1,1,6,2,7.783333333,6.8,8,11
Stu_024f2f9799abe6999619dda7a4f09058,10,1498.3625,2,2,9,4,13.88333333,26096.49167,10,11
Stu_024f2f9799abe6999619dda7a4f09058,11,30648.07222,2,2,3,0,6961.7,26007.21667,10,11
Stu_02b1766bdfcb278e7ca6007bf819b8f0,1,3965.125146,12,6,60,78,2059.861111,1153.305556,10,14
Stu_02b1766bdfcb278e7ca6007bf819b8f0,2,7709.880468,9,5,49,74,517.1708333,6950.958333,10,14
Stu_02b1766bdfcb278e7ca6007bf819b8f0,3,10188.91893,13,8,102,74,5026.75,5373.15,10,14
Stu_02b1766bdfcb278e7ca6007bf819b8f0,4,17353.9389,8,7,41,63,1244.054167,9660.3625,9,14
Stu_02b1766bdfcb278e7ca6007bf819b8f0,5,15389.02017,14,9,60,29,2025.095833,18377.07083,10,14
Stu_02b1766bdfcb278e7ca6007bf819b8f0,6,18010.26435,8,7,64,80,517.4966667,16756.42667,10,14
Stu_02b1766bdfcb278e7ca6007bf819b8f0,7,16400.41235,7,6,86,74,691.0583333,17700.33333,9,14
Stu_02b1766bdfcb278e7ca6007bf819b8f0,8,10665.31881,10,9,62,39,1206.544444,19450.70278,8,14
Stu_02b1766bdfcb278e7ca6007bf819b8f0,9,30558.92822,7,6,36,37,935.8583333,35335.49583,10,14
Stu_02b1766bdfcb278e7ca6007bf819b8f0,10,14678.38555,6,6,40,56,3368.525,8211.216667,10,14
Stu_02b1766bdfcb278e7ca6007bf819b8f0,11,74807.47627,7,6,17,9,2244.491667,38154.91667,10,14
Stu_04440e9ecbac7d862a07c916c5b44b43,1,3132.490438,6,4,28,79,6111.766667,2.683333333,8,13
Stu_04440e9ecbac7d862a07c916c5b44b43,2,2733.873522,7,4,23,74,8084.15,14.78333333,9,13
Stu_04440e9ecbac7d862a07c916c5b44b43,3,4999.916889,8,6,37,74,6479.766667,5829.391667,9,13
Stu_04440e9ecbac7d862a07c916c5b44b43,4,707.6906118,3,3,12,63,2260.4,259.1666667,8,13
Stu_04440e9ecbac7d862a07c916c5b44b43,5,3712.784178,5,4,17,29,5166.35,14233.66667,7,13
Stu_04440e9ecbac7d862a07c916c5b44b43,6,3496.856042,3,2,21,79,4584.383333,1134.533333,10,13
Stu_04440e9ecbac7d862a07c916c5b44b43,7,2786.704828,5,4,41,74,4343.666667,926.1666667,9,13
Stu_04440e9ecbac7d862a07c916c5b44b43,8,4655.64697,3,3,17,39,10033.71667,12.4,7,13
Stu_04440e9ecbac7d862a07c916c5b44b43,9,4194.839143,5,5,16,37,12197.93333,15.25,10,13
Stu_04440e9ecbac7d862a07c916c5b44b43,10,2376.063623,6,4,18,44,6722.033333,39.46666667,10,13
Stu_04440e9ecbac7d862a07c916c5b44b43,11,4145.01864,4,3,12,9,3308.966667,3814.7,9,13
Stu_04604d81d0a2c67a493869ee1fdf6be6,1,79675.91538,2,2,13,0,2149.75,78684,6,16
Stu_04604d81d0a2c67a493869ee1fdf6be6,6,3600.444326,3,3,16,8,8507,8.716666667,8,16
Stu_04604d81d0a2c67a493869ee1fdf6be6,7,9304.249605,2,2,24,28,2587.933333,7561.033333,7,16
Stu_04604d81d0a2c67a493869ee1fdf6be6,8,2592.555776,3,3,28,10,4059.6,4.266666667,5,16
Stu_04604d81d0a2c67a493869ee1fdf6be6,9,11904.55333,2,2,10,0,1569.016667,11275.96667,5,16
Stu_0515bd95ab0b6d6b4c121b85c3ed63f7,1,4118.122662,4,3,68,74,7977.141667,7111.825,9,12
Stu_0515bd95ab0b6d6b4c121b85c3ed63f7,2,7015.778205,5,5,17,19,4275.1,17618.68333,10,12
Stu_0515bd95ab0b6d6b4c121b85c3ed63f7,3,22386.53333,1,1,3,0,0.166666667,22386.46667,10,12
Stu_0515bd95ab0b6d6b4c121b85c3ed63f7,4,3.543333333,1,1,5,0,0.75,3.033333333,9,12
Stu_058b5d9c714836bf25b7ebb07bbe6498,1,1846.212827,6,4,34,79,7732.933333,899.2333333,10,15
Stu_058b5d9c714836bf25b7ebb07bbe6498,2,4073.646448,2,2,29,74,1378.016667,3866.466667,9,15
Stu_058b5d9c714836bf25b7ebb07bbe6498,3,2706.391118,2,1,30,74,525.3833333,2446.666667,8,15
Stu_058b5d9c714836bf25b7ebb07bbe6498,4,4548.572774,1,1,9,61,177.7166667,4459.516667,9,15
Stu_058b5d9c714836bf25b7ebb07bbe6498,5,6445.748762,3,2,17,29,1516.916667,5704.216667,10,15
Stu_058b5d9c714836bf25b7ebb07bbe6498,6,340.8918359,4,3,27,79,8411.4,60.7,9,15
Stu_058b5d9c714836bf25b7ebb07bbe6498,7,620.5543617,4,3,40,74,7097.883333,62.06666667,10,15
Stu_058b5d9c714836bf25b7ebb07bbe6498,8,961.7536585,1,1,15,39,264.4833333,835.3166667,8,15
Stu_058b5d9c714836bf25b7ebb07bbe6498,9,915.7666667,2,2,10,37,1548.45,140.0333333,10,15
Stu_058b5d9c714836bf25b7ebb07bbe6498,10,1162.537387,2,1,12,53,392.45,1056.766667,10,15
Stu_058b5d9c714836bf25b7ebb07bbe6498,11,7495.509788,1,1,3,9,55.26666667,7471.55,10,15
Stu_05fd3d61057e71c290929ceee408f64b,2,631.23,2,2,3,3,663.8666667,31.71666667,9,11
Stu_05fd3d61057e71c290929ceee408f64b,3,13946.81333,5,5,5,0,21674.98333,4.9,6,11
Stu_05fd3d61057e71c290929ceee408f64b,4,356.1773693,3,2,10,44,937.3,0.066666667,8,11
Stu_05fd3d61057e71c290929ceee408f64b,5,1058.645507,5,3,15,28,2585.75,3.9,10,11
Stu_05fd3d61057e71c290929ceee408f64b,6,948.8890161,4,2,20,79,1951.95,10.71666667,10,11
Stu_05fd3d61057e71c290929ceee408f64b,7,915.5008818,7,4,15,27,7013.816667,140.3833333,5,11
Stu_05fd3d61057e71c290929ceee408f64b,8,12155.22394,6,4,19,35,6732.433333,9233.85,9,11
Stu_05fd3d61057e71c290929ceee408f64b,9,1236.939402,7,2,17,37,2055,4.25,8,11
Stu_05fd3d61057e71c290929ceee408f64b,10,1491.319274,7,3,19,56,3463.283333,52.45,10,11
Stu_05fd3d61057e71c290929ceee408f64b,11,2727.035128,3,2,5,9,2462.55,2573.466667,9,11
Stu_069c17c7800fcf9ae3dc06c477c91c6f,1,859.0616547,3,2,28,79,1722.183333,7.216666667,9,18
Stu_069c17c7800fcf9ae3dc06c477c91c6f,2,2275.16662,2,2,13,74,4047.716667,104.0166667,10,18
Stu_069c17c7800fcf9ae3dc06c477c91c6f,3,4588.416824,2,2,31,72,11575.31667,7.8,9,18
Stu_069c17c7800fcf9ae3dc06c477c91c6f,4,83.62408854,1,1,9,56,125.3,0.883333333,10,18
Stu_069c17c7800fcf9ae3dc06c477c91c6f,5,136.9694574,2,1,36,28,277.7,1.6,10,18
Stu_069c17c7800fcf9ae3dc06c477c91c6f,6,14.07767296,1,1,9,14,26.25,2.183333333,10,18
Stu_069c17c7800fcf9ae3dc06c477c91c6f,7,91.76785714,1,1,21,34,220.7333333,0.033333333,9,18
Stu_069c17c7800fcf9ae3dc06c477c91c6f,8,15.53243243,1,1,8,7,25.18333333,0.266666667,9,18
Stu_069c17c7800fcf9ae3dc06c477c91c6f,9,108.8886588,2,1,13,36,700.8333333,7.15,10,18
Stu_069c17c7800fcf9ae3dc06c477c91c6f,10,34.27343486,1,1,9,40,98.65,1.55,9,18
Stu_069c17c7800fcf9ae3dc06c477c91c6f,11,17292.16715,1,1,3,9,24.33333333,17282.53333,10,18
Stu_06e530a6ca9089a04f30000a3927ae26,1,1188.953904,2,2,30,20,4698.65,0.85,10,18
Stu_06e530a6ca9089a04f30000a3927ae26,2,19.28207885,1,1,46,21,38.31666667,2.183333333,10,18
Stu_06e530a6ca9089a04f30000a3927ae26,3,43.26139241,1,1,56,18,66.95,1.966666667,9,18
Stu_06e530a6ca9089a04f30000a3927ae26,4,132.5352092,2,1,16,46,181.1,1.616666667,10,18
Stu_06e530a6ca9089a04f30000a3927ae26,5,61.96626603,1,1,25,23,114.8333333,1.75,9,18
Stu_06e530a6ca9089a04f30000a3927ae26,6,31.96999022,1,1,25,42,59.83333333,0.233333333,8,18
Stu_06e530a6ca9089a04f30000a3927ae26,8,19.60729167,1,1,10,1,16.88333333,11,7,18
Stu_06e530a6ca9089a04f30000a3927ae26,9,11.63444444,1,1,9,2,24.61666667,0.8,10,18
Stu_06e530a6ca9089a04f30000a3927ae26,10,18.48518519,1,1,9,0,20.15,5.766666667,10,18
Stu_06e530a6ca9089a04f30000a3927ae26,11,7.933333333,1,1,2,0,1.766666667,7.05,10,18
Stu_0776e97955212ea3e476e6e3b189fefc,2,4784.181022,3,2,21,74,1489.233333,4307.516667,8,7
Stu_0776e97955212ea3e476e6e3b189fefc,3,5305.893564,6,6,26,56,8313.766667,3031.066667,10,7
Stu_0776e97955212ea3e476e6e3b189fefc,4,5091.629624,3,3,11,63,2453.533333,4464.666667,10,7
Stu_0776e97955212ea3e476e6e3b189fefc,5,6095.006338,2,2,11,18,10105.75,5898.7,9,7
Stu_0776e97955212ea3e476e6e3b189fefc,6,5841.402013,3,2,25,80,1343.583333,4999.8,9,7
Stu_0776e97955212ea3e476e6e3b189fefc,7,3877.95,2,2,3,2,11599.5,3047.166667,9,7
Stu_0776e97955212ea3e476e6e3b189fefc,8,18.41153846,1,1,13,0,15.11666667,8.466666667,10,7
Stu_0776e97955212ea3e476e6e3b189fefc,9,2594.609965,3,2,12,37,943.1666667,2037.533333,10,7
Stu_0776e97955212ea3e476e6e3b189fefc,10,54.85334928,1,1,8,37,100.1833333,5.3,8,7
Stu_0776e97955212ea3e476e6e3b189fefc,11,8843.257729,1,1,3,9,29.4,8830.1,10,7
Stu_07783eaead5be8498e7600754cde0fed,1,1354.188992,5,3,31,79,2948.116667,3.033333333,10,11
Stu_07783eaead5be8498e7600754cde0fed,2,1657.961925,5,3,18,74,2751.433333,4.283333333,10,11
Stu_07783eaead5be8498e7600754cde0fed,3,3240.940148,5,6,39,74,7950.05,12.2,10,11
Stu_07783eaead5be8498e7600754cde0fed,4,5514.720724,6,4,16,63,9749.316667,9.533333333,8,11
Stu_07783eaead5be8498e7600754cde0fed,5,2986.356512,8,5,25,29,16449.98333,6.5,9,11
Stu_07783eaead5be8498e7600754cde0fed,6,1939.30306,8,4,26,80,5902.383333,3.85,10,11
Stu_07783eaead5be8498e7600754cde0fed,7,1876.910467,6,3,42,74,3926.983333,6.533333333,9,11
Stu_07783eaead5be8498e7600754cde0fed,8,7530.496439,7,3,22,39,16245.71667,16.71666667,9,11
Stu_07783eaead5be8498e7600754cde0fed,9,17434.99924,4,2,17,37,2281.666667,16414.23333,9,11
Stu_07783eaead5be8498e7600754cde0fed,10,5986.855219,6,4,21,56,3626.183333,3619.15,9,11
Stu_07783eaead5be8498e7600754cde0fed,11,2552.395169,3,2,5,9,3005.05,1703.483333,10,11
Stu_0797dbaf068ed0a5b9136a35a30076fa,1,9.566666667,1,1,1,0,0,9.566666667,9,8
Stu_0797dbaf068ed0a5b9136a35a30076fa,4,604.0254755,3,2,16,63,1028.95,6.133333333,10,8
Stu_0797dbaf068ed0a5b9136a35a30076fa,5,3910.488377,7,5,20,28,8980.333333,9.9,7,8
Stu_0797dbaf068ed0a5b9136a35a30076fa,6,1230.968857,5,3,31,79,5717.933333,4.25,10,8
Stu_0797dbaf068ed0a5b9136a35a30076fa,11,19792.7,1,1,1,0,0,19792.7,10,8
Stu_07dd61697ccafe518b84c41f3cbcd3ff,1,496.7183727,3,2,11,24,1402.516667,38.91666667,9,9
Stu_07dd61697ccafe518b84c41f3cbcd3ff,2,53.60614035,1,2,4,12,81.35,12.65,8,9
Stu_07dd61697ccafe518b84c41f3cbcd3ff,3,484.0459491,2,2,13,10,642.2166667,0.466666667,9,9
Stu_07dd61697ccafe518b84c41f3cbcd3ff,5,2.94047619,1,1,7,0,3.966666667,0.666666667,9,9
Stu_07dd61697ccafe518b84c41f3cbcd3ff,6,12.80787037,1,1,11,7,37.31666667,0.8,10,9
Stu_07dd61697ccafe518b84c41f3cbcd3ff,7,12.47941176,1,1,17,0,23.01666667,0.333333333,9,9
Stu_07dd61697ccafe518b84c41f3cbcd3ff,8,7.351449275,1,1,23,0,18.4,1.283333333,10,9
Stu_07dd61697ccafe518b84c41f3cbcd3ff,9,29.05294118,1,1,17,0,28.8,17.63333333,8,9
Stu_07dd61697ccafe518b84c41f3cbcd3ff,10,20.68030303,1,1,11,0,28.78333333,4.566666667,9,9
Stu_07dd61697ccafe518b84c41f3cbcd3ff,11,34.81851852,1,1,9,0,5.3,32.13333333,7,9
Stu_07e93f5b90453554f8a038196a70b69f,1,12.06372549,1,1,2,2,8.9,10.1,7,NA
Stu_07e93f5b90453554f8a038196a70b69f,6,7.614583333,1,1,8,0,11.9,2.316666667,9,NA
Stu_07e93f5b90453554f8a038196a70b69f,10,609.54066,2,2,20,56,1412.7,0.083333333,9,NA
Stu_07e93f5b90453554f8a038196a70b69f,11,82.85868545,2,1,6,9,246.0333333,0.116666667,8,NA
Stu_08a7c94c900cb3654a6e703e38a6b11a,1,4238.593529,5,4,24,79,8351.85,997.1833333,9,11
Stu_08a7c94c900cb3654a6e703e38a6b11a,2,2869.484553,4,4,19,74,3881.716667,1612.783333,9,11
Stu_08a7c94c900cb3654a6e703e38a6b11a,3,4088.231346,6,4,40,73,5887.533333,2226.5,9,11
Stu_08a7c94c900cb3654a6e703e38a6b11a,4,6863.652321,3,2,11,63,5696.15,3070.016667,9,11
Stu_08a7c94c900cb3654a6e703e38a6b11a,5,5948.173831,5,4,17,28,4414.166667,3819.816667,10,11
Stu_08a7c94c900cb3654a6e703e38a6b11a,6,2758.924288,4,3,24,80,8482.833333,314.4833333,10,11
Stu_08a7c94c900cb3654a6e703e38a6b11a,7,1798.215507,4,3,28,74,6018.416667,8.333333333,8,11
Stu_08a7c94c900cb3654a6e703e38a6b11a,8,9774.377877,1,1,14,39,210.7833333,9680.683333,8,11
Stu_08a7c94c900cb3654a6e703e38a6b11a,9,6326.713748,2,2,11,37,3474.833333,5077.833333,7,11
Stu_08a7c94c900cb3654a6e703e38a6b11a,10,6306.060753,3,2,11,56,1061.166667,5896.733333,8,11
Stu_08a7c94c900cb3654a6e703e38a6b11a,11,5670.592958,2,1,4,9,398.2666667,5625.6,10,11
Stu_08b47d7172a0bb20ad3ec4e57d935033,1,7584.965074,3,2,32,79,611.3,7238.366667,10,10
Stu_08b47d7172a0bb20ad3ec4e57d935033,2,11321.54054,9,5,65,74,5467.1,12791.05,10,10
Stu_08b47d7172a0bb20ad3ec4e57d935033,3,6274.248973,7,5,86,74,5395.9,1581.4,7,10
Stu_08b47d7172a0bb20ad3ec4e57d935033,4,3990.899544,3,3,21,63,8659.05,0.016666667,8,10
Stu_08b47d7172a0bb20ad3ec4e57d935033,5,2494.107952,5,3,50,29,9528.05,3.716666667,10,10
Stu_08b47d7172a0bb20ad3ec4e57d935033,6,7091.464617,1,1,32,80,146.8833333,7013.683333,9,10
Stu_08b47d7172a0bb20ad3ec4e57d935033,7,6009.876439,2,2,34,74,5830.2,372.55,9,10
Stu_08b47d7172a0bb20ad3ec4e57d935033,8,160.281351,3,3,22,39,12940.78333,0.016666667,9,10
Stu_08b47d7172a0bb20ad3ec4e57d935033,9,4204.104464,2,2,13,36,5757.916667,0.016666667,10,10
Stu_08b47d7172a0bb20ad3ec4e57d935033,10,49.30277778,1,1,10,56,73.75,20.41666667,10,10
Stu_08b47d7172a0bb20ad3ec4e57d935033,11,51.29461538,1,1,4,9,59.03333333,0.1,9,10
Stu_08c39a1ab5468fa43620ae61a04fef0b,1,4235.098864,9,6,55,60,4477.088889,1238.45,10,11
Stu_08c39a1ab5468fa43620ae61a04fef0b,2,4296.425468,13,7,74,74,7107.633333,7.458333333,8,11
Stu_08c39a1ab5468fa43620ae61a04fef0b,3,3869.945528,14,8,135,45,4099.6,15583.3,7,11
Stu_08c39a1ab5468fa43620ae61a04fef0b,4,5942.081573,8,6,21,55,6498.708333,22280.21667,8,11
Stu_08c39a1ab5468fa43620ae61a04fef0b,5,1293.942208,4,2,27,29,1658.1,634,10,11
Stu_08c39a1ab5468fa43620ae61a04fef0b,6,1053.344983,7,5,27,72,5894.5,14.73333333,8,11
Stu_08c39a1ab5468fa43620ae61a04fef0b,7,3757.263421,8,7,36,72,17065.4,41.61666667,10,11
Stu_08c39a1ab5468fa43620ae61a04fef0b,8,517.9558224,5,3,23,39,2991.766667,98.1,9,11
Stu_08c39a1ab5468fa43620ae61a04fef0b,9,431.1654514,5,4,18,36,5988.616667,2.866666667,8,11
Stu_08c39a1ab5468fa43620ae61a04fef0b,10,2324.584591,8,6,25,56,7364.866667,60.11666667,9,11
Stu_08c39a1ab5468fa43620ae61a04fef0b,11,8416.280952,2,2,4,9,9619.133333,5662.566667,10,11
Stu_09146c80f0ac63881c5b54e465fde036,1,7205.905269,5,3,38,54,8607.983333,8.683333333,10,6
Stu_09146c80f0ac63881c5b54e465fde036,2,1702.151527,5,3,28,74,4351.016667,0.433333333,9,6
Stu_09146c80f0ac63881c5b54e465fde036,3,5278.140038,8,6,81,71,8605.383333,0.433333333,9,6
Stu_09146c80f0ac63881c5b54e465fde036,4,2389.027327,5,3,16,63,3154.85,1.2,9,6
Stu_09146c80f0ac63881c5b54e465fde036,5,7863.392308,6,5,37,19,13222.4,8.916666667,8,6
Stu_09146c80f0ac63881c5b54e465fde036,6,580.8319736,6,4,25,80,4231.4,3.266666667,8,6
Stu_09146c80f0ac63881c5b54e465fde036,7,726.5782,5,2,39,73,1740.766667,2.15,10,6
Stu_09146c80f0ac63881c5b54e465fde036,8,2728.145133,7,6,40,35,10087,4.5,8,6
Stu_09146c80f0ac63881c5b54e465fde036,9,2878.46878,5,4,28,37,8658.2,1.466666667,9,6
Stu_09146c80f0ac63881c5b54e465fde036,10,2712.789213,11,7,32,56,10004.06667,2.5,10,6
Stu_09146c80f0ac63881c5b54e465fde036,11,2916.049454,2,2,4,7,1539.4,2876.566667,10,6
Stu_09d49710361cf78f8847348659de360c,1,2401.272132,4,3,22,78,2768.716667,1371.416667,10,12
Stu_09d49710361cf78f8847348659de360c,2,1908.161022,5,3,32,73,982.725,446.6916667,9,12
Stu_09d49710361cf78f8847348659de360c,3,11150.48517,6,4,42,73,3794,11948.38333,8,12
Stu_09d49710361cf78f8847348659de360c,4,7933.289428,4,3,17,61,2922.4,5843.5,9,12
Stu_09d49710361cf78f8847348659de360c,5,7058.775,7,5,21,29,9964.183333,2866.066667,9,12
Stu_09d49710361cf78f8847348659de360c,6,8398.674145,5,5,26,79,5847.55,5072.583333,8,12
Stu_09d49710361cf78f8847348659de360c,7,5293.37769,5,4,36,73,1179.866667,3348.216667,8,12
Stu_09d49710361cf78f8847348659de360c,8,7189.028995,4,4,16,39,1542.6,8227.883333,10,12
