"ds_anon_user_id","module","meantimeToQuiz","nsessions","ndays","npages","nactivities","timeInModule","endToQuiz","meanSessionDiff","quizGrade","pretestGrade","examGrade","Nwords","Nactivities","Npages","crammers"
"Stu_14fd5d03add85ff466c35e8798ba61c4",4,1790.14784768212,2,2,13,63,10945.5,15.7333333333333,345941.5,8,15,26,9638,63,3,"Non-Crammer"
"Stu_14fd5d03add85ff466c35e8798ba61c4",5,749.470391061452,3,3,15,23,2746.61666666667,31.5833333333333,58343.6666666667,8,15,26,14163,29,18,"Non-Crammer"
"Stu_14fd5d03add85ff466c35e8798ba61c4",6,10320.5083984375,3,3,20,47,18679.55,25.3833333333333,322168.666666667,9,15,26,17373,80,20,"Non-Crammer"
"Stu_14fd5d03add85ff466c35e8798ba61c4",7,5103.1723880597,2,2,9,11,1400.5,5058.08333333333,174387.5,7,15,26,15293,74,10,"Non-Crammer"
"Stu_14fd5d03add85ff466c35e8798ba61c4",8,65.3956140350877,1,1,6,2,90.3666666666667,1.2,681406,10,15,26,11582,39,10,"Crammer"
"Stu_14fd5d03add85ff466c35e8798ba61c4",9,3.58333333333333,1,1,1,0,0,3.58333333333333,695579,6,15,26,12430,37,14,"Crammer"
"Stu_150affd9cc85be9f01f5ff726397141d",1,7416.85555555556,2,1,6,0,182.833333333333,7364.53333333333,226424,10,12,33,18754,79,27,"Non-Crammer"
"Stu_150affd9cc85be9f01f5ff726397141d",4,1213.53333333333,1,1,1,0,0,1213.53333333333,1734562,10,12,33,9638,63,3,"Crammer"
"Stu_150affd9cc85be9f01f5ff726397141d",5,3.51388888888889,1,1,8,1,4.76666666666667,0.45,644066.5,9,12,33,14163,29,18,"Crammer"
"Stu_150affd9cc85be9f01f5ff726397141d",6,6.13933333333333,1,1,15,10,11.0666666666667,0.783333333333333,334532.5,10,12,33,17373,80,20,"Crammer"
"Stu_150affd9cc85be9f01f5ff726397141d",7,1.01481481481481,1,1,8,3,1.88333333333333,0.2,260403,9,12,33,15293,74,10,"Crammer"
"Stu_150affd9cc85be9f01f5ff726397141d",8,10.1282608695652,1,1,11,2,12.3,2.96666666666667,344549,10,12,33,11582,39,10,"Crammer"
"Stu_150affd9cc85be9f01f5ff726397141d",9,3.21904761904762,1,1,7,0,6.13333333333333,0.0833333333333333,269209.5,9,12,33,12430,37,14,"Crammer"
"Stu_150affd9cc85be9f01f5ff726397141d",10,4.425,1,1,7,1,8.93333333333333,0.7,372076.5,10,12,33,14635,56,18,"Crammer"
"Stu_150affd9cc85be9f01f5ff726397141d",11,1.09166666666667,1,1,4,0,1.56666666666667,0.516666666666667,13,10,12,33,3043,9,2,"Crammer"
"Stu_1526bb0fe3278d974dfa8ccfb48a8904",1,801.511979166667,2,2,14,3,1583.71666666667,3.73333333333333,69503.4285714286,8,20,31,18754,79,27,"Non-Crammer"
"Stu_1526bb0fe3278d974dfa8ccfb48a8904",2,1495.96848072562,5,3,40,74,3398.11666666667,2,60067.625,9,20,31,9546,74,25,"Non-Crammer"
"Stu_1526bb0fe3278d974dfa8ccfb48a8904",3,2959.6994973545,8,5,54,74,5619.41666666667,437.883333333333,155324.8,8,20,31,12785,74,26,"Non-Crammer"
"Stu_1526bb0fe3278d974dfa8ccfb48a8904",4,5647.62966023875,5,4,13,63,7016.15,1012.58333333333,84058.4,9,20,31,9638,63,3,"Non-Crammer"
"Stu_1526bb0fe3278d974dfa8ccfb48a8904",5,3241.27540574282,3,3,13,29,4365.93333333333,1332.93333333333,147908,9,20,31,14163,29,18,"Non-Crammer"
"Stu_1526bb0fe3278d974dfa8ccfb48a8904",6,5486.03737574553,3,2,21,80,5815.76666666667,4027.81666666667,164942.333333333,10,20,31,17373,80,20,"Non-Crammer"
"Stu_1526bb0fe3278d974dfa8ccfb48a8904",7,5890.20202195263,4,4,27,74,4766.76666666667,4074.35,135423.75,9,20,31,15293,74,10,"Non-Crammer"
"Stu_1526bb0fe3278d974dfa8ccfb48a8904",8,9081.86955974843,2,2,15,39,3008.85,6641.21666666667,303249,9,20,31,11582,39,10,"Non-Crammer"
"Stu_1526bb0fe3278d974dfa8ccfb48a8904",9,3930.4917721519,2,2,11,37,3682.53333333333,3273.63333333333,453663.5,9,20,31,12430,37,14,"Non-Crammer"
"Stu_1526bb0fe3278d974dfa8ccfb48a8904",10,6868.57406392694,2,2,11,56,6371.86666666667,4168.13333333333,129440,10,20,31,14635,56,18,"Non-Crammer"
"Stu_1526bb0fe3278d974dfa8ccfb48a8904",11,3839.98353413655,2,2,5,9,2433.96666666667,1923.81666666667,414532,9,20,31,3043,9,2,"Non-Crammer"
"Stu_1583629f7c5a5acf6e27b53c3ac05cb7",1,3594.69541467305,7,5,24,79,12879.95,4.45,128045.166666667,10,15,31,18754,79,27,"Non-Crammer"
"Stu_1583629f7c5a5acf6e27b53c3ac05cb7",2,5886.04863676341,7,5,26,74,10093.65,39.1166666666667,223707.5,10,15,31,9546,74,25,"Non-Crammer"
"Stu_1583629f7c5a5acf6e27b53c3ac05cb7",3,6967.19175563464,5,5,24,30,14259.0166666667,2748.88333333333,224440.571428571,9,15,31,12785,74,26,"Non-Crammer"
"Stu_1583629f7c5a5acf6e27b53c3ac05cb7",5,74.5663316582915,1,1,11,29,153.833333333333,4.45,348662,7,15,31,14163,29,18,"Crammer"
"Stu_1583629f7c5a5acf6e27b53c3ac05cb7",6,3777.18582930757,3,3,25,80,8761.76666666667,25.6166666666667,102195,10,15,31,17373,80,20,"Non-Crammer"
"Stu_1583629f7c5a5acf6e27b53c3ac05cb7",7,9887.70566801619,4,4,34,74,1404.54166666667,4409.70833333333,82342.1666666667,9,15,31,15293,74,10,"Non-Crammer"
"Stu_1583629f7c5a5acf6e27b53c3ac05cb7",8,4804.16473214286,4,4,22,39,3685.53333333333,2907.5,175661.2,9,15,31,11582,39,10,"Non-Crammer"
"Stu_1583629f7c5a5acf6e27b53c3ac05cb7",9,124.496722846442,3,1,15,37,541.2,55.7666666666667,41553.4,10,15,31,12430,37,14,"Non-Crammer"
"Stu_1583629f7c5a5acf6e27b53c3ac05cb7",10,8138.84840182648,4,4,17,56,4169.73333333333,6040.78333333333,77097,10,15,31,14635,56,18,"Non-Crammer"
"Stu_1583629f7c5a5acf6e27b53c3ac05cb7",11,21328.1466666667,4,4,7,7,8686.88333333333,14985.0666666667,171024.75,9,15,31,3043,9,2,"Non-Crammer"
"Stu_161605d72be710b44ef83873982f39ec",1,517.253398409255,4,2,49,68,1299.2,25.4833333333333,139678.6,7,11,24,18754,79,27,"Non-Crammer"
"Stu_161605d72be710b44ef83873982f39ec",2,3652.23670634921,10,7,35,74,15967.0333333333,11.6,129969.416666667,9,11,24,9546,74,25,"Non-Crammer"
"Stu_161605d72be710b44ef83873982f39ec",3,2067.07865810136,7,4,46,55,1854.43333333333,382.416666666667,23411.8888888889,2,11,24,12785,74,26,"Non-Crammer"
"Stu_161605d72be710b44ef83873982f39ec",4,2913.42308743169,10,6,25,24,5013.575,4778.15833333333,51355.6666666667,9,11,24,9638,63,3,"Non-Crammer"
"Stu_161605d72be710b44ef83873982f39ec",5,4548.77191780822,4,4,21,6,8082.11666666667,2657.6,97357.2,7,11,24,14163,29,18,"Non-Crammer"
"Stu_161605d72be710b44ef83873982f39ec",6,2527.01003508772,7,5,40,72,12697.3,36.3833333333333,151127,10,11,24,17373,80,20,"Non-Crammer"
"Stu_161605d72be710b44ef83873982f39ec",7,696.24788213628,3,3,32,20,2597.81666666667,1.1,50443.6666666667,8,11,24,15293,74,10,"Non-Crammer"
"Stu_161605d72be710b44ef83873982f39ec",8,37.2477941176471,1,1,25,16,51.6166666666667,5.08333333333333,327071,8,11,24,11582,39,10,"Crammer"
"Stu_161605d72be710b44ef83873982f39ec",9,114.628861788618,2,2,14,11,4062.33333333333,22.1833333333333,78144.6666666667,8,11,24,12430,37,14,"Non-Crammer"
"Stu_161605d72be710b44ef83873982f39ec",10,2811.47397186147,5,4,17,47,9851.76666666667,0.683333333333333,85727.4285714286,9,11,24,14635,56,18,"Non-Crammer"
"Stu_161605d72be710b44ef83873982f39ec",11,333.496060606061,1,1,6,6,25.05,318.433333333333,178521.5,10,11,24,3043,9,2,"Crammer"
"Stu_1643eceb5c507ca063bc62514ad1ca0b",1,437.693148575828,3,2,27,79,691.733333333333,3.56666666666667,12578.6666666667,10,11,32,18754,79,27,"Non-Crammer"
"Stu_1643eceb5c507ca063bc62514ad1ca0b",2,2258.8260620915,4,4,16,74,4188.41666666667,4.9,293543.5,10,11,32,9546,74,25,"Non-Crammer"
"Stu_1643eceb5c507ca063bc62514ad1ca0b",3,970.025539988325,3,3,67,74,2725.5,4.8,149034,7,11,32,12785,74,26,"Non-Crammer"
"Stu_1643eceb5c507ca063bc62514ad1ca0b",4,641.576038338658,4,2,14,63,1633.56666666667,3.88333333333333,108771.6,9,11,32,9638,63,3,"Non-Crammer"
"Stu_1643eceb5c507ca063bc62514ad1ca0b",5,678.709663865546,3,3,18,29,1664.41666666667,1.13333333333333,137313.625,8,11,32,14163,29,18,"Non-Crammer"
"Stu_1643eceb5c507ca063bc62514ad1ca0b",6,447.976935229068,2,3,26,80,1597.9,2.5,203226,9,11,32,17373,80,20,"Non-Crammer"
"Stu_1643eceb5c507ca063bc62514ad1ca0b",7,505.269624681934,2,2,28,74,1429.78333333333,3.05,119586.2,7,11,32,15293,74,10,"Non-Crammer"
"Stu_1643eceb5c507ca063bc62514ad1ca0b",8,162.698398835517,2,2,20,39,347.766666666667,0.633333333333333,354151,9,11,32,11582,39,10,"Non-Crammer"
"Stu_1643eceb5c507ca063bc62514ad1ca0b",9,27.3964285714286,1,1,13,37,54.3833333333333,1.96666666666667,366325.5,10,11,32,12430,37,14,"Crammer"
"Stu_1643eceb5c507ca063bc62514ad1ca0b",10,41.1385209713024,1,2,22,56,88.3333333333333,2.46666666666667,3021,9,11,32,14635,56,18,"Crammer"
"Stu_1643eceb5c507ca063bc62514ad1ca0b",11,1315.66333333333,1,1,3,9,12.9166666666667,1309.51666666667,73,9,11,32,3043,9,2,"Crammer"
"Stu_164481c808c9aff644b8f91d9f614811",1,6358.71389496718,5,4,38,79,649.927777777778,2256.9,100792.142857143,9,9,34,18754,79,27,"Non-Crammer"
"Stu_164481c808c9aff644b8f91d9f614811",2,4047.84193262411,5,4,23,74,2149.55,7850.15,114556.571428571,10,9,34,9546,74,25,"Non-Crammer"
"Stu_164481c808c9aff644b8f91d9f614811",3,2841.94026465028,9,4,61,70,772.466666666667,335.783333333333,92732.8181818182,10,9,34,12785,74,26,"Non-Crammer"
"Stu_164481c808c9aff644b8f91d9f614811",4,8153.12210526316,5,4,19,59,160.133333333333,7040.28333333333,23008.3333333333,9,9,34,9638,63,3,"Non-Crammer"
"Stu_164481c808c9aff644b8f91d9f614811",6,12586.7333718245,8,8,28,79,1646.6875,13594.1041666667,69174.9,10,9,34,17373,80,20,"Non-Crammer"
"Stu_164481c808c9aff644b8f91d9f614811",5,12792.049066092,8,5,25,28,2164.50833333333,5104.05833333333,77763.7777777778,10,9,34,14163,29,18,"Non-Crammer"
"Stu_164481c808c9aff644b8f91d9f614811",7,6886.72361923327,9,4,37,73,2688.975,11017.9083333333,36054,8,9,34,15293,74,10,"Non-Crammer"
"Stu_164481c808c9aff644b8f91d9f614811",8,8474.70274074074,5,5,21,39,10787.0333333333,2.76666666666667,162404.8,9,9,34,11582,39,10,"Non-Crammer"
"Stu_164481c808c9aff644b8f91d9f614811",9,2.08333333333333,1,1,1,0,0,2.08333333333333,217693.75,10,9,34,12430,37,14,"Crammer"
"Stu_164481c808c9aff644b8f91d9f614811",10,5119.17556689342,3,2,13,56,1790.81666666667,4301.35,27865.3333333333,10,9,34,14635,56,18,"Non-Crammer"
"Stu_164481c808c9aff644b8f91d9f614811",11,4844.43930348259,1,2,3,9,50.25,4811.95,566514,10,9,34,3043,9,2,"Crammer"
"Stu_164e5970fb75f5883d49ae27c620fbd7",1,4621.75530726257,7,3,25,65,3001.76666666667,2796.6,29623.3333333333,9,20,30,18754,79,27,"Non-Crammer"
"Stu_164e5970fb75f5883d49ae27c620fbd7",2,3077.09895264117,3,2,16,74,1417.98333333333,2788.2,208058,10,20,30,9546,74,25,"Non-Crammer"
"Stu_164e5970fb75f5883d49ae27c620fbd7",3,848.832244897959,3,2,30,72,1324.03333333333,2.11666666666667,315307,9,20,30,12785,74,26,"Non-Crammer"
"Stu_164e5970fb75f5883d49ae27c620fbd7",4,2520.90983333333,3,1,13,63,414.516666666667,2285.35,121105.333333333,9,20,30,9638,63,3,"Non-Crammer"
"Stu_164e5970fb75f5883d49ae27c620fbd7",5,110.172166666667,2,1,15,12,338.9,1.05,401142.75,9,20,30,14163,29,18,"Non-Crammer"
"Stu_164e5970fb75f5883d49ae27c620fbd7",6,103.381188561215,3,1,19,75,290.783333333333,5.43333333333333,3644.33333333333,10,20,30,17373,80,20,"Non-Crammer"
"Stu_164e5970fb75f5883d49ae27c620fbd7",7,971.668549511855,5,1,29,71,617.833333333333,848.183333333333,40546.8,9,20,30,15293,74,10,"Non-Crammer"
"Stu_164e5970fb75f5883d49ae27c620fbd7",8,1274.17181372549,2,2,15,25,1451.63333333333,11.0333333333333,425059,8,20,30,11582,39,10,"Non-Crammer"
"Stu_164e5970fb75f5883d49ae27c620fbd7",9,77.2884615384615,1,1,9,37,148.416666666667,0.6,572934,10,20,30,12430,37,14,"Crammer"
"Stu_164e5970fb75f5883d49ae27c620fbd7",10,448.283401360544,4,3,13,50,2749.13333333333,0.566666666666667,114164.25,10,20,30,14635,56,18,"Non-Crammer"
"Stu_164e5970fb75f5883d49ae27c620fbd7",11,12113.8804232804,1,1,3,9,38.25,12105.5333333333,543017,10,20,30,3043,9,2,"Crammer"
"Stu_166defe5b2b6c3a372f20e3bc1c7fe80",1,6964.6119425548,4,3,31,79,9701.63333333333,4.81666666666667,161606.5,9,14,23,18754,79,27,"Non-Crammer"
"Stu_166defe5b2b6c3a372f20e3bc1c7fe80",2,6873.6755086072,5,3,21,74,1834.76666666667,5814.35,21842.8,10,14,23,9546,74,25,"Non-Crammer"
"Stu_166defe5b2b6c3a372f20e3bc1c7fe80",3,5998.0721107056,4,4,44,74,8769.55,0.583333333333333,218903.75,7,14,23,12785,74,26,"Non-Crammer"
"Stu_166defe5b2b6c3a372f20e3bc1c7fe80",4,8175.85433031219,2,2,10,63,1117.88333333333,7668.6,95692,8,14,23,9638,63,3,"Non-Crammer"
"Stu_166defe5b2b6c3a372f20e3bc1c7fe80",5,4707.13966666667,4,3,29,29,5869.03333333333,1.08333333333333,267766.5,10,14,23,14163,29,18,"Non-Crammer"
"Stu_166defe5b2b6c3a372f20e3bc1c7fe80",6,2235.0943977591,5,4,37,80,6105.48333333333,0.983333333333333,60682.6,9,14,23,17373,80,20,"Non-Crammer"
"Stu_166defe5b2b6c3a372f20e3bc1c7fe80",7,7472.53014705882,3,2,30,74,733.916666666667,7217.46666666667,34283.4,9,14,23,15293,74,10,"Non-Crammer"
"Stu_166defe5b2b6c3a372f20e3bc1c7fe80",8,7204.84377431907,3,2,33,39,7791.25,0.266666666666667,282824.25,9,14,23,11582,39,10,"Non-Crammer"
"Stu_166defe5b2b6c3a372f20e3bc1c7fe80",9,5934.58886255924,2,3,21,37,6359.03333333333,5.26666666666667,85255,8,14,23,12430,37,14,"Non-Crammer"
"Stu_166defe5b2b6c3a372f20e3bc1c7fe80",10,6482.292228739,4,3,26,56,7406.15,1.13333333333333,78033.75,7,14,23,14635,56,18,"Non-Crammer"
"Stu_166defe5b2b6c3a372f20e3bc1c7fe80",11,4988.69141414141,1,1,3,9,80.1333333333333,4946.31666666667,62665,10,14,23,3043,9,2,"Crammer"
"Stu_1740f4ab58cd7c4ead3e4cc38e45553e",1,2700.37578683834,15,6,69,79,8730.36666666667,0.9,35334.75,10,13,33,18754,79,27,"Non-Crammer"
"Stu_1740f4ab58cd7c4ead3e4cc38e45553e",2,5676.31198547216,14,8,74,74,10599.05,31.35,44347.2666666667,10,13,33,9546,74,25,"Non-Crammer"
"Stu_1740f4ab58cd7c4ead3e4cc38e45553e",3,4043.01299297677,22,10,159,74,12871.4333333333,7.6,35885.375,10,13,33,12785,74,26,"Non-Crammer"
"Stu_1740f4ab58cd7c4ead3e4cc38e45553e",4,3089.1203125,15,5,39,62,6352.8,468.383333333333,26821.375,9,13,33,9638,63,3,"Non-Crammer"
"Stu_1740f4ab58cd7c4ead3e4cc38e45553e",5,2206.82506775068,13,8,57,28,10967.9333333333,10.6333333333333,52365.9285714286,10,13,33,14163,29,18,"Non-Crammer"
"Stu_1740f4ab58cd7c4ead3e4cc38e45553e",6,3346.11192910702,19,7,110,80,10119.6666666667,8.06666666666667,28669.9523809524,10,13,33,17373,80,20,"Non-Crammer"
"Stu_1740f4ab58cd7c4ead3e4cc38e45553e",7,4598.41259124088,25,10,99,74,14475.05,15.65,35639.24,10,13,33,15293,74,10,"Non-Crammer"
"Stu_1740f4ab58cd7c4ead3e4cc38e45553e",8,3756.14094881398,19,9,72,39,14617.75,8.43333333333333,47282.6842105263,9,13,33,11582,39,10,"Non-Crammer"
"Stu_1740f4ab58cd7c4ead3e4cc38e45553e",9,1456.12227642276,10,4,42,37,5095.35,10.4833333333333,31050.4545454545,10,13,33,12430,37,14,"Non-Crammer"
"Stu_1740f4ab58cd7c4ead3e4cc38e45553e",10,979.885827664399,12,4,38,56,7328.36666666667,8.91666666666667,41693.4166666667,10,13,33,14635,56,18,"Non-Crammer"
"Stu_1740f4ab58cd7c4ead3e4cc38e45553e",11,8089.01739130435,6,3,13,9,2104.5,7393.73333333333,22181.3333333333,10,13,33,3043,9,2,"Non-Crammer"
"Stu_17929a63fc5d5f7a12845a98cbf734d1",1,4962.87951310861,3,3,34,79,11541.25,1.68333333333333,228099.333333333,9,8,30,18754,79,27,"Non-Crammer"
"Stu_17929a63fc5d5f7a12845a98cbf734d1",2,8858.80587962963,1,1,14,74,374.75,8690.96666666667,57913,10,8,30,9546,74,25,"Crammer"
"Stu_17929a63fc5d5f7a12845a98cbf734d1",3,1171.52246080436,3,3,32,74,10372.0666666667,723.833333333333,439217.333333333,8,8,30,12785,74,26,"Non-Crammer"
"Stu_17929a63fc5d5f7a12845a98cbf734d1",4,947.776242236025,2,2,10,63,4434.93333333333,5.91666666666667,402035.25,10,8,30,9638,63,3,"Non-Crammer"
"Stu_17929a63fc5d5f7a12845a98cbf734d1",5,834.713333333333,2,2,14,29,1658.25,31.8,84928,10,8,30,14163,29,18,"Non-Crammer"
"Stu_17929a63fc5d5f7a12845a98cbf734d1",6,1312.826375,3,1,22,80,862.366666666667,1179.63333333333,115998.833333333,9,8,30,17373,80,20,"Non-Crammer"
"Stu_17929a63fc5d5f7a12845a98cbf734d1",7,1905.35223780895,5,5,33,73,30959.6333333333,679.783333333333,216058.166666667,6,8,30,15293,74,10,"Non-Crammer"
"Stu_17929a63fc5d5f7a12845a98cbf734d1",8,2087.13630952381,2,2,15,39,2158.5,1162.35,150832,9,8,30,11582,39,10,"Non-Crammer"
"Stu_17929a63fc5d5f7a12845a98cbf734d1",9,5070.06384479718,2,2,13,37,1076.76666666667,4640.1,79803,10,8,30,12430,37,14,"Non-Crammer"
"Stu_1818d78a2f8b28553a39afdcc6a7c4bb",1,10130.7787878788,4,3,11,0,4852.18333333333,6768.66666666667,286450.941176471,7,3,21,18754,79,27,"Non-Crammer"
"Stu_1818d78a2f8b28553a39afdcc6a7c4bb",10,1.04666666666667,1,1,1,1,2.6,0.466666666666667,64791.5,8,3,21,14635,56,18,"Crammer"
"Stu_18ca8e77b4c25a379dbbbc4c1971e217",1,3954.3979390681,3,3,17,33,5773.75,4.86666666666667,173174.5,10,20,31,18754,79,27,"Non-Crammer"
"Stu_18cabe054e7843504763d87e64c7c04c",1,4800.79854609929,7,5,37,79,10061.3333333333,1141.9,99117,8,5,23,18754,79,27,"Non-Crammer"
"Stu_18cabe054e7843504763d87e64c7c04c",2,10591.9866972477,7,4,60,74,18781.9,62.8,167733.142857143,10,5,23,9546,74,25,"Non-Crammer"
"Stu_18cabe054e7843504763d87e64c7c04c",3,1231.73895061728,5,2,40,70,1814.5,41.4333333333333,28426.2857142857,10,5,23,12785,74,26,"Non-Crammer"
"Stu_18cabe054e7843504763d87e64c7c04c",4,6875.24830339321,5,4,22,63,8582.63333333333,19.5,85623,9,5,23,9638,63,3,"Non-Crammer"
"Stu_18cabe054e7843504763d87e64c7c04c",5,4450.13957475995,6,6,26,29,20613.65,1381.95,218470.166666667,9,5,23,14163,29,18,"Non-Crammer"
"Stu_18cabe054e7843504763d87e64c7c04c",6,147.162710084034,4,4,21,77,10174.5,18.7166666666667,171514,9,5,23,17373,80,20,"Non-Crammer"
"Stu_18cabe054e7843504763d87e64c7c04c",7,507.540106951872,2,2,32,73,1698.88333333333,13.45,56090,8,5,23,15293,74,10,"Non-Crammer"
"Stu_18cabe054e7843504763d87e64c7c04c",8,78.1573122529644,1,1,15,39,85.9666666666667,34.7166666666667,691094,7,5,23,11582,39,10,"Crammer"
"Stu_18cabe054e7843504763d87e64c7c04c",9,1074.84992559524,3,2,11,37,1548.68333333333,72.3666666666667,173627.333333333,8,5,23,12430,37,14,"Non-Crammer"
"Stu_18cabe054e7843504763d87e64c7c04c",10,2867.97031700288,4,4,16,56,11491.95,2209.43333333333,172308,6,5,23,14635,56,18,"Non-Crammer"
"Stu_18cabe054e7843504763d87e64c7c04c",11,1286.41177777778,2,2,5,9,8702.48333333333,1039.73333333333,264235,10,5,23,3043,9,2,"Non-Crammer"
"Stu_190be3b53f66c07b80e7163eecbeddb9",1,7239.40494949495,6,4,35,79,12016.35,1346.88333333333,102612,10,8,33,18754,79,27,"Non-Crammer"
"Stu_190be3b53f66c07b80e7163eecbeddb9",3,9696.34725651578,6,6,40,55,3447.13333333333,11120.1083333333,129653.166666667,10,8,33,12785,74,26,"Non-Crammer"
"Stu_190be3b53f66c07b80e7163eecbeddb9",2,68.3147619047619,1,1,7,6,138.3,23.65,43030.25,9,8,33,9546,74,25,"Crammer"
"Stu_190be3b53f66c07b80e7163eecbeddb9",4,2497.53277777778,1,1,4,33,38.3,2480.86666666667,385654.25,10,8,33,9638,63,3,"Crammer"
"Stu_190be3b53f66c07b80e7163eecbeddb9",5,10238.8208333333,2,2,4,0,1675.93333333333,9400.95,50595,9,8,33,14163,29,18,"Non-Crammer"
"Stu_190be3b53f66c07b80e7163eecbeddb9",6,14185.892248062,3,3,14,25,11266.2,5535.11666666667,225351.333333333,10,8,33,17373,80,20,"Non-Crammer"
"Stu_1935d7ece5238dfc8c723e18a794d10f",1,7134.31323185012,9,4,35,79,4050.75,157.241666666667,109412.727272727,10,14,26,18754,79,27,"Non-Crammer"
"Stu_1935d7ece5238dfc8c723e18a794d10f",2,20578.9774861878,1,2,14,74,301.6,20459.1833333333,1260,10,14,26,9546,74,25,"Crammer"
"Stu_1935d7ece5238dfc8c723e18a794d10f",3,19882.1649224806,7,4,46,74,10859.6166666667,15070.8333333333,126830.875,9,14,26,12785,74,26,"Non-Crammer"
"Stu_1935d7ece5238dfc8c723e18a794d10f",4,21941.8517295597,2,3,10,63,86.0083333333333,14728.1916666667,3802,9,14,26,9638,63,3,"Non-Crammer"
"Stu_1935d7ece5238dfc8c723e18a794d10f",5,22218.1339477727,4,2,18,27,1919.78333333333,21138.7333333333,20295.8333333333,9,14,26,14163,29,18,"Non-Crammer"
"Stu_1935d7ece5238dfc8c723e18a794d10f",6,29039.0190956652,9,3,42,80,3052.25,27883.0666666667,20539.1111111111,9,14,26,17373,80,20,"Non-Crammer"
"Stu_1935d7ece5238dfc8c723e18a794d10f",7,31340.3803245436,5,4,34,74,3841.48333333333,30761.8833333333,78891.6666666667,8,14,26,15293,74,10,"Non-Crammer"
"Stu_1935d7ece5238dfc8c723e18a794d10f",8,40270.9631381381,4,1,18,39,671.533333333333,39521.925,14868.6666666667,8,14,26,11582,39,10,"Non-Crammer"
"Stu_1935d7ece5238dfc8c723e18a794d10f",9,48481.0659380692,2,2,11,37,531.666666666667,48259.4,815892.5,6,14,26,12430,37,14,"Non-Crammer"
"Stu_1935d7ece5238dfc8c723e18a794d10f",10,57849.2214448237,5,4,17,54,3797.33333333333,57472.9666666667,47909.2,7,14,26,14635,56,18,"Non-Crammer"
"Stu_1935d7ece5238dfc8c723e18a794d10f",11,79678.9257990868,3,2,6,9,81041.2833333333,4.31666666666667,324198.666666667,9,14,26,3043,9,2,"Non-Crammer"
"Stu_193f2a51ad7793dafac97e49ee97c057",1,4142.97983539095,8,4,28,71,10481.9,5.2,89360.8571428571,10,9,23,18754,79,27,"Non-Crammer"
"Stu_193f2a51ad7793dafac97e49ee97c057",2,6946.67870855148,4,4,10,32,8273.66666666667,3502.86666666667,233446.75,9,9,23,9546,74,25,"Non-Crammer"
"Stu_193f2a51ad7793dafac97e49ee97c057",3,3635.84651162791,5,4,20,26,4546,685.216666666667,155500,9,9,23,12785,74,26,"Non-Crammer"
"Stu_193f2a51ad7793dafac97e49ee97c057",4,9305.11972789116,1,1,2,10,9.58333333333333,9301.21666666667,80005,9,9,23,9638,63,3,"Crammer"
"Stu_193f2a51ad7793dafac97e49ee97c057",5,4377.56442307692,1,1,3,6,39.15,4362.9,904305,8,9,23,14163,29,18,"Crammer"
"Stu_19a0de63571eb9133a2a5b4dc43a92d6",1,3945.16616161616,3,3,13,40,14419.3833333333,6.45,326684.75,8,9,27,18754,79,27,"Non-Crammer"
"Stu_19a0de63571eb9133a2a5b4dc43a92d6",2,212.921322160149,2,2,19,71,1408.43333333333,5.91666666666667,35955.5,8,9,27,9546,74,25,"Non-Crammer"
"Stu_19a0de63571eb9133a2a5b4dc43a92d6",3,2349.18411360799,6,4,56,73,4932.63333333333,8.25,86297.1666666667,6,9,27,12785,74,26,"Non-Crammer"
"Stu_19a0de63571eb9133a2a5b4dc43a92d6",4,2117.04861572536,4,3,12,62,3439.3,6.6,66405.25,9,9,27,9638,63,3,"Non-Crammer"
"Stu_19a0de63571eb9133a2a5b4dc43a92d6",5,3168.89947683109,6,5,16,29,7925.11666666667,45.2166666666667,159715.142857143,9,9,27,14163,29,18,"Non-Crammer"
"Stu_19a0de63571eb9133a2a5b4dc43a92d6",6,8985.387375,5,3,21,78,13026.9,5.91666666666667,206172,10,9,27,17373,80,20,"Non-Crammer"
"Stu_19a0de63571eb9133a2a5b4dc43a92d6",7,2247.93536585366,6,4,29,74,13230.7833333333,43.6333333333333,138670.285714286,7,9,27,15293,74,10,"Non-Crammer"
"Stu_19a0de63571eb9133a2a5b4dc43a92d6",8,100.935956790123,2,1,17,39,124.483333333333,30.4833333333333,29899,9,9,27,11582,39,10,"Non-Crammer"
"Stu_19a0de63571eb9133a2a5b4dc43a92d6",9,513.420903954802,3,2,12,37,1085.81666666667,9.68333333333333,85684.6666666667,10,9,27,12430,37,14,"Non-Crammer"
"Stu_19a0de63571eb9133a2a5b4dc43a92d6",10,120.186358024691,1,1,10,56,254.233333333333,4.18333333333333,526153,10,9,27,14635,56,18,"Crammer"
"Stu_19a0de63571eb9133a2a5b4dc43a92d6",11,1889.15820512821,1,1,3,9,34.25,1876.6,98,10,9,27,3043,9,2,"Crammer"
"Stu_19c3afb033e05c6f7ff170afa81e7b3f",1,6364.67875744048,5,3,36,79,6906.31666666667,0.933333333333333,120885.833333333,10,12,31,18754,79,27,"Non-Crammer"
"Stu_19c3afb033e05c6f7ff170afa81e7b3f",2,3957.71305164319,3,2,21,74,4342.35,1.36666666666667,198167.25,10,12,31,9546,74,25,"Non-Crammer"
"Stu_19c3afb033e05c6f7ff170afa81e7b3f",3,657.562795275591,4,2,41,74,1633.28333333333,1.21666666666667,20673.5,8,12,31,12785,74,26,"Non-Crammer"
